DateTime, ElementId, ElementIndex, x, y, z, Depth, Width, XSectionArea, Dispersion, Temperature, TotalAdvDispHeatBalance, TotalExternalHeatFluxesBalance, TotalRadFluxesHeatBalance, TotalEvapFluxHeatBalance, TotalConvFluxHeatBalance, TotalHeatBalance
0.0002083344907, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162523633, 0.008325047266, 0, 0, 0, 0, 0.008325047266
0.0002083344907, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578931508, 0.003157863017, 0, 0, 0, 0, 0.003157863017
0.0002199074074, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421095189, 0.01884219038, 0, 0, 0, 0, 0.01884219038
0.0002199074074, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006013817, 0.01601202763, 0, 0, 0, 0, 0.01601202763
0.0002199074074, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276450756, 0.01255290151, 0, 0, 0, 0, 0.01255290151
0.0002199074074, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162559717, 0.008325119434, 0, 0, 0, 0, 0.008325119434
0.0002199074074, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578895973, 0.003157791946, 0, 0, 0, 0, 0.003157791946
0.0002314826389, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421090233, 0.01884218047, 0, 0, 0, 0, 0.01884218047
0.0002314826389, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006018919, 0.01601203784, 0, 0, 0, 0, 0.01601203784
0.0002314826389, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276445915, 0.01255289183, 0, 0, 0, 0, 0.01255289183
0.0002314826389, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162564846, 0.008325129693, 0, 0, 0, 0, 0.008325129693
0.0002314826389, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.157889104, 0.003157782081, 0, 0, 0, 0, 0.003157782081
0.0002430555556, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421097869, 0.01884219574, 0, 0, 0, 0, 0.01884219574
0.0002430555556, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006011356, 0.01601202271, 0, 0, 0, 0, 0.01601202271
0.0002430555556, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276453608, 0.01255290722, 0, 0, 0, 0, 0.01255290722
0.0002430555556, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162557297, 0.008325114594, 0, 0, 0, 0, 0.008325114594
0.0002430555556, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578898688, 0.003157797377, 0, 0, 0, 0, 0.003157797377
0.0002546296296, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421093768, 0.01884218754, 0, 0, 0, 0, 0.01884218754
0.0002546296296, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006015483, 0.01601203097, 0, 0, 0, 0, 0.01601203097
0.0002546296296, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276449528, 0.01255289906, 0, 0, 0, 0, 0.01255289906
0.0002546296296, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162561429, 0.008325122858, 0, 0, 0, 0, 0.008325122858
0.0002546296296, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578894592, 0.003157789183, 0, 0, 0, 0, 0.003157789183
0.0002662037037, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421131603, 0.01884226321, 0, 0, 0, 0, 0.01884226321
0.0002662037037, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8005977659, 0.01601195532, 0, 0, 0, 0, 0.01601195532
0.0002662037037, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276487372, 0.01255297474, 0, 0, 0, 0, 0.01255297474
0.0002662037037, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162523608, 0.008325047215, 0, 0, 0, 0, 0.008325047215
0.0002662037037, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578932429, 0.003157864858, 0, 0, 0, 0, 0.003157864858
0.0002777777778, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421095074, 0.01884219015, 0, 0, 0, 0, 0.01884219015
0.0002777777778, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006014195, 0.01601202839, 0, 0, 0, 0, 0.01601202839
0.0002777777778, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276450848, 0.0125529017, 0, 0, 0, 0, 0.0125529017
0.0002777777778, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162560144, 0.008325120288, 0, 0, 0, 0, 0.008325120288
0.0002777777778, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.15788959, 0.003157791801, 0, 0, 0, 0, 0.003157791801
0.0002893518519, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421100147, 0.01884220029, 0, 0, 0, 0, 0.01884220029
0.0002893518519, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006009123, 0.01601201825, 0, 0, 0, 0, 0.01601201825
0.0002893518519, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276455923, 0.01255291185, 0, 0, 0, 0, 0.01255291185
0.0002893518519, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162555073, 0.008325110146, 0, 0, 0, 0, 0.008325110146
0.0002893518519, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578900974, 0.003157801949, 0, 0, 0, 0, 0.003157801949
0.0003009259259, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421095519, 0.01884219104, 0, 0, 0, 0, 0.01884219104
0.0003009259259, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006013752, 0.0160120275, 0, 0, 0, 0, 0.0160120275
0.0003009259259, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276451296, 0.01255290259, 0, 0, 0, 0, 0.01255290259
0.0003009259259, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162559702, 0.008325119405, 0, 0, 0, 0, 0.008325119405
0.0003009259259, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578896346, 0.003157792693, 0, 0, 0, 0, 0.003157792693
0.0003125, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421122389, 0.01884224478, 0, 0, 0, 0, 0.01884224478
0.0003125, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8005986883, 0.01601197377, 0, 0, 0, 0, 0.01601197377
0.0003125, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276478166, 0.01255295633, 0, 0, 0, 0, 0.01255295633
0.0003125, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162532833, 0.008325065666, 0, 0, 0, 0, 0.008325065666
0.0003125, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578923216, 0.003157846432, 0, 0, 0, 0, 0.003157846432
0.0003240740741, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421100239, 0.01884220048, 0, 0, 0, 0, 0.01884220048
0.0003240740741, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006009034, 0.01601201807, 0, 0, 0, 0, 0.01601201807
0.0003240740741, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276456016, 0.01255291203, 0, 0, 0, 0, 0.01255291203
0.0003240740741, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162554984, 0.008325109967, 0, 0, 0, 0, 0.008325109967
0.0003240740741, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578901066, 0.003157802132, 0, 0, 0, 0, 0.003157802132
0.0003356481481, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421095203, 0.01884219041, 0, 0, 0, 0, 0.01884219041
0.0003356481481, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006014069, 0.01601202814, 0, 0, 0, 0, 0.01601202814
0.0003356481481, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276450981, 0.01255290196, 0, 0, 0, 0, 0.01255290196
0.0003356481481, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162560019, 0.008325120038, 0, 0, 0, 0, 0.008325120038
0.0003356481481, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578896031, 0.003157792062, 0, 0, 0, 0, 0.003157792062
0.0003472222222, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421108908, 0.01884221782, 0, 0, 0, 0, 0.01884221782
0.0003472222222, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006000365, 0.01601200073, 0, 0, 0, 0, 0.01601200073
0.0003472222222, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276464685, 0.01255292937, 0, 0, 0, 0, 0.01255292937
0.0003472222222, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162546315, 0.00832509263, 0, 0, 0, 0, 0.00832509263
0.0003472222222, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578909735, 0.00315781947, 0, 0, 0, 0, 0.00315781947
0.0003587962963, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421102023, 0.01884220405, 0, 0, 0, 0, 0.01884220405
0.0003587962963, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.800600725, 0.0160120145, 0, 0, 0, 0, 0.0160120145
0.0003587962963, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.62764578, 0.0125529156, 0, 0, 0, 0, 0.0125529156
0.0003587962963, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.41625532, 0.0083251064, 0, 0, 0, 0, 0.0083251064
0.0003587962963, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.157890285, 0.0031578057, 0, 0, 0, 0, 0.0031578057
0.0003703703704, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421099831, 0.01884219966, 0, 0, 0, 0, 0.01884219966
0.0003703703704, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006009442, 0.01601201888, 0, 0, 0, 0, 0.01601201888
0.0003703703704, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276455608, 0.01255291122, 0, 0, 0, 0, 0.01255291122
0.0003703703704, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162555392, 0.008325110783, 0, 0, 0, 0, 0.008325110783
0.0003703703704, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578900658, 0.003157801316, 0, 0, 0, 0, 0.003157801316
0.0003819444444, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421098362, 0.01884219672, 0, 0, 0, 0, 0.01884219672
0.0003819444444, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.800601091, 0.01601202182, 0, 0, 0, 0, 0.01601202182
0.0003819444444, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.627645414, 0.01255290828, 0, 0, 0, 0, 0.01255290828
0.0003819444444, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.416255686, 0.00832511372, 0, 0, 0, 0, 0.00832511372
0.0003819444444, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.157889919, 0.00315779838, 0, 0, 0, 0, 0.00315779838
